route_id,latitude,longitude,crime_density,lighting_density,surveillance_score,police_proximity,emergency_services,population_density,user_feedback,public_transport_nearby,weather_conditions,route_safety_score
18,28.546483269385593,77.2066002620607,0.9865422915930749,0.44877227466242253,0.3913870166247556,0.13412877316828975,0.9771906671803993,0.8381861633277007,0.49554263835395507,0.5803852892428945,0.9728979723060739,0.9701398320610803
19,28.47718774609224,77.10845041095246,0.7881436581370145,0.14859993897316992,0.7730051143207478,0.22940981773654368,0.4084059463375982,0.19753713546956786,0.5375931230171124,0.3673801954787129,0.7437555645262085,0.009324177858518579
20,28.60022547208738,77.09906822371872,0.6276051572170852,0.11768807156032002,0.4606026903269248,0.46573010270922355,0.4256772063666676,0.22583419049753706,0.8642114961822492,0.4514215536062829,0.28585565714096184,0.4444564957424242
21,28.748707728342765,76.98042478621696,0.16978412078292116,0.11965560875316472,0.5653277426619419,0.5077915986531604,0.19244374989957014,0.6206977521035107,0.637657466235223,0.8241997608403465,0.9125024636496313,0.08359785233539696
22,28.75569384134394,77.23844624696095,0.5767693804185196,0.11073735761104908,0.0576803581444576,0.27102289493387755,0.7523776330562798,0.29087401271759716,0.11759322750158385,0.7488566060382242,0.37031387826207307,0.754613608691916
23,28.6955560332542,76.87452491577571,0.8452140155045524,0.7089133662773864,0.11537936811047322,0.32078576105023604,0.3648213430323326,0.4980407104029938,0.13151033726514982,0.40696138784530567,0.7668924710827494,0.5665050983664123
24,28.66491698815509,76.93943311266112,0.024935229836007378,0.4179673683543943,0.4223370304916585,0.07564820182796672,0.3169451956716298,0.6665055278830082,0.9792978313372973,0.7354956627763795,0.2345098290076103,0.22702401599131883
25,28.427878538621105,77.12924707371322,0.013906626870587746,0.6261735852751569,0.9295153105635328,0.5214363725782606,0.45205223924355853,0.6906980096043901,0.07584417377918473,0.08709003241983304,0.23635062755930902,0.826504732506886
26,28.746369576798024,76.91597224946061,0.515710440002748,0.2615002475742806,0.611859415566251,0.02519640535061307,0.6232950175749099,0.2684216879504153,0.12985554170174873,0.08522771962246867,0.4221741019724017,0.3487490855929942
27,28.498579212788062,77.2809220503363,0.5910530901931758,0.3465220493075293,0.4331584346115618,0.8588438558277197,0.5043044763578295,0.8297169890991651,0.6786441325774161,0.18092770474085207,0.7886802583819643,0.22864443553034286
28,28.655992318864673,77.13701039101238,0.05281236389588939,0.10624593711967356,0.552064930228297,0.6114921744503578,0.6308444453844665,0.8758885476761182,0.9284800560979406,0.10158302544967512,0.6858296892259652,0.9303339966853068
29,28.47335075445768,76.85008924555368,0.6521635341323725,0.6470670385791059,0.21481918429539315,0.8118768884978852,0.9897283810702563,0.8341963180631485,0.38063701313205534,0.6170052022441473,0.7917406744967043,0.7736285654238425
30,28.857634827921835,77.31580515384307,0.17074803331936705,0.5838747665824303,0.8344569180292258,0.8750840955953789,0.4655926774406558,0.7709208193273815,0.8797481728890283,0.4928146187940876,0.5122656009061934,0.0848726521931572
31,28.555607600052205,76.90751996250688,0.27737455702079084,0.9240350818562075,0.8824577188960822,0.2978164454136033,0.41051398232024805,0.6529636067326088,0.3883765402288436,0.7609415935878712,0.9852395664570661,0.304581455142512
32,28.605229162574155,77.29332887032851,0.8768253031078929,0.029652967633883476,0.2728455324459611,0.8138103263010031,0.2435937495962105,0.3192483426067342,0.48912204212502197,0.3865201236719338,0.7360708079677819,0.12519188223319155
33,28.734982224517044,77.1908067908557,0.12206468311192586,0.4561162878037657,0.02383473725178853,0.24614322611335382,0.26128943176116204,0.11692644640922434,0.6774474676437573,0.5378607329886927,0.6803128926547919,0.15553615810687538
34,28.552189610015912,77.33744145519115,0.10228147957123246,0.9233670439615052,0.10128833403110205,0.0488335469804404,0.8974797976627673,0.299602546319791,0.7422585798193974,0.2454096862406525,0.21877443210440106,0.10706781386324349
35,28.5961278621497,76.87220998712817,0.262221529233417,0.6140264753768103,0.07671811501352255,0.6255917834841523,0.6775322596521615,0.1811214899352942,0.2234356718626116,0.989782559568318,0.9459117550107796,0.636215108459364
36,28.84631291267477,76.85977461802736,0.4761396093849658,0.1173590204260172,0.08464535118673866,0.9646651570882637,0.012431784737985785,0.15368427821495279,0.44546650765034645,0.10321632564902972,0.5569812487390697,0.4264655293774343
37,28.567175020973767,77.32963929698133,0.8928955798922182,0.740204728649479,0.6287294799068209,0.07210559409575013,0.6711391010642127,0.9544637926299423,0.8647121791239024,0.6740815751851259,0.9384191033931617,0.9752795253221334
38,28.887476993041272,77.2703030295337,0.8464292717775607,0.11103885673527847,0.7283939322320316,0.8028977580492243,0.4462671413153936,0.6576686569451663,0.475423401804139,0.6762252066036661,0.25628676910489734,0.5953400785524285
39,28.843468055858523,77.2305549777469,0.6883259621583233,0.03307429166396059,0.33985829562907055,0.8093031754363947,0.657523644124645,0.013434482933989855,0.24836168699046612,0.9028503634143914,0.7780474072919614,0.15865077898749835
40,28.84460838229328,77.06096453169698,0.6723256556809686,0.5517165003736703,0.9288136207223955,0.24112830653139938,0.41674439843527145,0.6665727417993104,0.9219111963034416,0.5550225986762357,0.15670497765198244,0.030426857732934076
41,28.765191956514315,76.85982450883235,0.3159425602370759,0.9537111933322865,0.2628108620417233,0.4262150747347506,0.5113129397622125,0.31185487377055077,0.20409411906252162,0.693539207078692,0.23718111592747204,0.3676928017739408
42,28.735486175417574,77.0749611947556,0.9682493961928488,0.3065249048272537,0.5469949920193272,0.7940949899207225,0.89873715702334,0.5997753205833737,0.8779833569068146,0.16125583538820454,0.5687412585255082,0.44811225570146485
43,28.85905178405924,77.08947469310473,0.17188890067793883,0.5116030930703561,0.4130059767082803,0.07872271833736533,0.0954277470458822,0.7130363874303056,0.27821411762764636,0.7078210543588469,0.41049490472115424,0.23622766839495668
44,28.74556472362728,76.97449770015848,0.6331179028768794,0.5595960051836811,0.8509948187015892,0.44749660632380206,0.012974193026095593,0.2690970253839047,0.5566598609264454,0.6653646516343117,0.10123203945395143,0.7889541576462605
45,28.694237749669057,77.30390993453078,0.0682408580100915,0.9510701313934088,0.6715947877848056,0.8257897698672012,0.26905423566463293,0.3748051492260276,0.5258818508679782,0.5731823329570815,0.587789379203741,0.38673229027213807
46,28.68739742712811,77.21489511300497,0.9879097251337168,0.8538678343642176,0.6378528250374744,0.9249694589687341,0.9474045461303912,0.9797481849122989,0.28651229707431014,0.4438716464130731,0.5245001102942493,0.3602044285004815
47,28.67659574004616,77.19524978407608,0.4183428841478233,0.0217519777982903,0.6389289416969078,0.5339283082611276,0.08233361046145793,0.3192879739623983,0.28539660309017334,0.328667287860286,0.41318484969417335,0.2512862154583818
48,28.752336808119,76.99472696771733,0.03868935200894397,0.4987840318745511,0.3641529030076909,0.48517130124086527,0.11984858812251453,0.6716603409287485,0.3181604269876849,0.4970805730247818,0.8543599469104899,0.3409775821771067
49,28.49265350403598,77.25806467686668,0.6271576537448982,0.2186702548857844,0.31661613845547276,0.9503445547901705,0.247351615044067,0.38449656452243763,0.4986583136409116,0.9659335337425752,0.23518381473512262,0.4341619518684302
50,28.501039841703957,76.99019811780606,0.8502086538502046,0.13418776850688618,0.4654114525778805,0.9609661153278354,0.5836854777083367,0.9984929511079891,0.5418672715773574,0.23688647396505846,0.6854127854134984,0.572840764737737
51,28.787087393367237,77.08347927036637,0.3311855677262008,0.9841203919955958,0.21124134974083308,0.37789295225246355,0.8184180682285686,0.4527169333437745,0.11122552471501013,0.043102270506568674,0.5633007676406758,0.9642553245616288
52,28.678949709716072,76.86298997812918,0.3022509133738768,0.9072393435580631,0.3599420419610828,0.10676292094295126,0.3206945862323656,0.8693640535006912,0.07546527155898197,0.674962559713022,0.23871708543098336,0.24410695444763952
53,28.553687316914516,77.07942070425699,0.8481979050670365,0.3989209233758705,0.6404810665354079,0.3988156950522397,0.7505256133164203,0.08717612364035177,0.6197631552728415,0.8220977716913509,0.33881285897636526,0.0779488341937723
54,28.581126199744542,76.94334354685645,0.17584277688724959,0.7158521199317713,0.4012898832448476,0.8201115414598379,0.42303650734139653,0.8882322934952757,0.09162276448694007,0.785482693585631,0.9954501310135946,0.10467863707897596
55,28.862514086338216,77.33279964607743,0.40692813276720363,0.5863549440391977,0.38203089965714754,0.6543755537286192,0.3354699322067499,0.9945171052533711,0.4199938139133417,0.17087583655160687,0.6024063486533134,0.5390555214757583
56,28.790230161373604,76.86349850412735,0.3277682760469548,0.7855636205039045,0.7498063362114221,0.15556224016351627,0.634105953253591,0.8805470773377596,0.9377703798531929,0.6260503096189933,0.8728181197725243,0.14248661737223678
57,28.495537720286002,76.92100899029728,0.9832838725387931,0.9578216410023067,0.8073896623133449,0.3306855750728185,0.5234610744430129,0.30508880490053425,0.17681674687688642,0.08248425211025312,0.015463838874262836,0.20889093095140177
58,28.439972007009306,77.34455702471804,0.8464271159879421,0.27602806400496904,0.47118809105916026,0.34423499466941276,0.5282833212680842,0.44809269826544007,0.8501895318811794,0.2867784842565083,0.8111971031760544,0.007759121602885166
59,28.749893293546595,76.94928030382214,0.7128699038999756,0.8930260584762432,0.5817117255349649,0.027297983544417148,0.6042304762172812,0.29754288376442106,0.34085299645730616,0.5579957162001242,0.006079669042172942,0.3288147194075197
60,28.813166930219793,77.07606354808705,0.7773245566976386,0.07403467320370938,0.885237433613484,0.21575906081325358,0.17072291636801584,0.4784101317132642,0.14845931099303866,0.0458834994424433,0.3408877540400641,0.7391077902502099
61,28.45973064385657,77.23000442613369,0.531124171707153,0.18590973105320507,0.7899324447903207,0.7310877972083573,0.5392580534815802,0.8660730962555675,0.14098408866977385,0.1657047351404679,0.934632149814411,0.28019656983711727
62,28.516830943821354,76.93995979608931,0.6626409886929057,0.060932932888374536,0.6710920995986135,0.9686081994948696,0.5410664279319324,0.08867827446888354,0.22140990198108346,0.027604583285002926,0.9824341994926725,0.2457087946321609
63,28.580787831293954,76.98702658904715,0.18914763847260463,0.1846881013046574,0.44326650550842217,0.27952639658507583,0.18697244595020523,0.9775322309198425,0.9871189391766064,0.8131049099916053,0.5529724770629256,0.3583709756612308
64,28.721838492332417,76.91710644635532,0.8113973081849596,0.4073608277098668,0.8343563592616634,0.5312795687019763,0.06790352146453238,0.8624232118616002,0.03215636963306412,0.7245855495572288,0.4100777155826564,0.4629182202046769
65,28.567997655997114,76.94987858825851,0.7941208629119245,0.7936069745830868,0.8318000489102438,0.22410580095452193,0.059202914500798176,0.8883371671443454,0.47965126367853494,0.37758695695255806,0.3722142677461503,0.17605520484083126
66,28.673753597085174,76.87232842213035,0.12085908312497617,0.997521885937941,0.07022251911547739,0.9103729606926227,0.5707209148618736,0.8683785061997602,0.5863309208519666,0.3291762703604256,0.7652783858165123,0.6382361574926205
67,28.543263249600344,77.2698991763511,0.7102093903315714,0.812350202240141,0.27331731262869075,0.8670074111062143,0.04000853536061599,0.7217002836014692,0.9268115106525263,0.14386282156182106,0.5148932934498098,0.7912106587649488
68,28.738394408836996,76.87157910244146,0.9554703048160593,0.26626847817448074,0.5348746046912223,0.5484051974510287,0.5142994317853347,0.4011513480093236,0.5906467799769795,0.922775225758976,0.8841932175873762,0.17645752594472874
69,28.60264607209372,77.12150073670571,0.5461016578756488,0.45388146918213246,0.9386718388068443,0.30804477892598003,0.8806012126631534,0.024833360974446883,0.5419944242341862,0.28640342859035717,0.15646488375204037,0.5209756937090602
70,28.84896322016605,77.09320822450455,0.3403296336232631,0.20228982065723478,0.016953190341049695,0.6989447401163037,0.3354433561324561,0.04020540615053725,0.749042543457042,0.83907338013154,0.44692223033635203,0.6803881619075327
71,28.783941605081154,77.0464848998355,0.2184161350069619,0.6877501335608274,0.07838296689515989,0.33638229373687334,0.22654787361743445,0.500682514875684,0.09644502058539028,0.23490433168040725,0.4990672025649554,0.5314977690962162
72,28.778158130497214,77.21545907530765,0.4333068757484153,0.3829664473994475,0.12324332848096131,0.10876519910362203,0.8522316262424414,0.25865125806261247,0.3924874214879638,0.03927033489330756,0.8498621503030451,0.19688460540370334
73,28.42402015421818,77.25249357255562,0.6139870056162489,0.9160562720970322,0.3382930465447035,0.7202108903301556,0.2947899235966168,0.050983311996287695,0.2585633748356472,0.6071324535622887,0.22321986703557672,0.6372644135392874
74,28.493623645014242,76.87768591524133,0.7811237403763779,0.5188335373157517,0.06495793594760157,0.10935009469489809,0.6940956259204132,0.6089335631339219,0.854469869389683,0.11863960748748137,0.1605258368063075,0.543085916385541
75,28.75389971977039,77.31829522997245,0.6036726423469397,0.08683622607620145,0.1978946567845693,0.8800874602377426,0.43271832026567336,0.42539792773766705,0.12832743044744643,0.9649445855642459,0.6600330776409554,0.2773306259171847
76,28.439350461247695,76.98286518920413,0.7741207154446452,0.4089220601339959,0.21176390300306402,0.9426981446312047,0.909160392127377,0.27527169585995503,0.8296054239873414,0.950409924870593,0.14312652873884668,0.06635747248655233
77,28.60660308930856,77.3263825268135,0.07319070074043721,0.4992192774869785,0.8367707028820918,0.2740069313307516,0.8741889122158057,0.34966378771556705,0.09482030493682325,0.23491168792437633,0.8719092658541885,0.27699976287548767
78,28.505847453567675,77.25303187759019,0.24968833817337444,0.6868959177968181,0.5010283244946653,0.7509578712322303,0.3114998263560177,0.5452526287993854,0.519820436834124,0.5607488872460453,0.40052602102985135,0.9803082289444305
79,28.599535209948844,77.10454917104492,0.3708015402560908,0.552417530410487,0.6423560990196849,0.14450319739740147,0.7193349516940992,0.8672521113855763,0.9221841580379102,0.9721974280965212,0.3457282176982137,0.7938149309670604
80,28.68989792844972,77.07627832459112,0.33728238929338206,0.7647411189367187,0.722388850160409,0.5012185505756549,0.6537890731950982,0.696003773706864,0.6460428136407538,0.5726146941271932,0.664763222357128,0.2818146857968874
81,28.804395488747836,77.34210317184488,0.04071862236182622,0.9070346113816086,0.9514221432572989,0.8597235186994503,0.9751002095500303,0.3904715289319013,0.38215396301437987,0.995097459885656,0.6633873560405628,0.22443173498177071
82,28.572283638158233,77.03321213224281,0.17871766653960197,0.4847386946775062,0.7398411366771853,0.5762513045093708,0.5582313632775244,0.662456905555681,0.9129318082210329,0.8643409204910553,0.3030938786046665,0.8915349999838567
83,28.563380121453633,76.97502863849755,0.09967461852453885,0.5819969845507565,0.6416545370138491,0.9093011244590202,0.3215513723652773,0.037289537386620775,0.7926091324665876,0.8179308275983891,0.15767319607998587,0.1200897954118082
84,28.57056114551786,77.31228809956481,0.8698020396115046,0.04587870183607512,0.4418084443031548,0.2350433331445847,0.7972802910168653,0.8253917716115654,0.14661472763603556,0.9743046112842189,0.8873064911830894,0.8119654953492627
85,28.42369446107723,76.93499917122523,0.9545948121065485,0.9971152107888199,0.6638915786638135,0.8783283247533732,0.0068552081271963106,0.24022645089246297,0.3116077247748781,0.38350163891747924,0.39200697786851035,0.5219380116011143
86,28.76360678206158,77.17966412745825,0.938528078021037,0.5527805346231371,0.6385122051842621,0.8871757630379412,0.5076607380767024,0.4708318127666009,0.9894313584458349,0.7907187531997125,0.22856774129542579,0.4919308410776845
87,28.605195986754797,77.13589522277267,0.5963955664485769,0.08736319070182264,0.21070079073021664,0.28474064558527423,0.8439650477871992,0.38579224951343993,0.18500162243678853,0.9466141267692219,0.6595236320939002,0.630228749384816
88,28.585771132254024,77.30775632018194,0.20566876634936337,0.5398407831836133,0.7095039336807655,0.37303914910918345,0.06236280093714486,0.23740350496996254,0.9490582418668305,0.9348321735281374,0.4080948418663298,0.6528422142277643
89,28.567219752902194,77.16656540254351,0.4815115420106846,0.5337936955365277,0.7058939969044699,0.42145415130121744,0.6413526337338056,0.44602844795535623,0.14232583678935773,0.8180778422307784,0.8480964810108315,0.80094871541123
90,28.703898838995396,77.004819484927,0.5318351954273227,0.6498773094654112,0.4784161871522049,0.8896119209220946,0.020635244363075733,0.7413681897005127,0.8432711334944933,0.9895317757496117,0.37431579890918043,0.5786345963851852
91,28.50560858575931,77.02527723933495,0.37528089733416614,0.02795841000953525,0.750314420709885,0.49239513852149264,0.17502083473787255,0.30764694404455684,0.09405689637444925,0.032208962723383805,0.5552640363957717,0.6988792905223778
92,28.742481180694384,77.30223461783348,0.3328619494661168,0.31832104081693213,0.17754700686641667,0.725475561179764,0.5799743664390054,0.2155596657711093,0.44445737990801537,0.7968956095833516,0.4019818818843264,0.2265933840815718
93,28.859168131751343,76.94311425033595,0.6376159844172621,0.20847380557209305,0.11720024993328282,0.6795041596333121,0.19349801076575734,0.8757683870464901,0.8176932823317821,0.7218224297575234,0.9398340089816577,0.5924085598077617
94,28.543380717497836,77.3028447555395,0.14966267486703688,0.43989705768868836,0.5265760933470587,0.41111994867891655,0.38879247900156133,0.9933008317347352,0.6111393803989633,0.8090037276360473,0.5673180409083228,0.3630001493703787
95,28.838144654086424,77.15662763998058,0.15350033813671005,0.7228711712187672,0.7145324483395108,0.9509465950480204,0.0077178931441052034,0.17235477623607098,0.5807741927620687,0.6084401962672323,0.14919365472538892,0.45353874833654806
96,28.85646222067096,76.98606851919615,0.7335002496499833,0.7135020457561896,0.9215103661076788,0.9736217698478222,0.2067253734006247,0.9094413829637271,0.5257556857276341,0.825208008959579,0.39649481706120615,0.597731751545276
97,28.570564529841487,77.05643457047533,0.1811140238907688,0.44337659899364346,0.08037014153598221,0.07281622722633962,0.3519213787733402,0.15316842317988455,0.6610263688748041,0.21227971130041612,0.7138426654712962,0.7812982333672489
98,28.49024139338519,77.3368233613158,0.9089532861131541,0.8716549363091619,0.37766793430202616,0.0419888755101443,0.733300842543659,0.14161451357489696,0.44378161901781743,0.8402366287386366,0.725531972587895,0.6452354268040215
99,28.688052793522345,77.286528078225,0.09335896182001668,0.2656998602173045,0.9713423791980936,0.8522773541545049,0.4919841038193149,0.7044766150701006,0.47624919835196167,0.7784456479030996,0.7037343969375299,0.9411592495525991
100,28.873408253428988,76.90597517414805,0.6703837848119668,0.09403062095640968,0.9392271751794934,0.2720481643993996,0.38592658749244857,0.33584493642442126,0.14101953731454142,0.20644854716427574,0.6676492887055597,0.3894408984694462
101,28.67528731379443,77.03697984392426,0.24501533779726548,0.09500320545142915,0.6700876566504402,0.41890139099561163,0.5780123905892497,0.34784490618563957,0.7188959570007617,0.7415291869092033,0.413759411396052,0.48168366411917196
102,28.78303015530543,77.00410177847695,0.08730492904401255,0.39645131121707233,0.2584370411189508,0.02372209791766089,0.6220597072036161,0.25768116468292923,0.8450208569759586,0.17377822097837903,0.5095521462211856,0.21366693188701347
103,28.729888984654195,76.93764451524319,0.8822744278162775,0.5633093180473421,0.29349840142412964,0.7948662424276658,0.626051806422427,0.9702549431689932,0.4759629336221558,0.3850841542170409,0.8909855363387903,0.8076296006641077
104,28.76906923064088,76.88202969893551,0.5664590436476183,0.7967726716118576,0.5411021174356967,0.5023140414868446,0.6488313878988782,0.04970899251936778,0.08298003186019698,0.6197275410076285,0.33526671336272573,0.30321635681340386
105,28.465777236151414,77.19647134893485,0.797641310236669,0.9018336987180905,0.44833500195888865,0.7024720473689606,0.469995293942594,0.28519286549928546,0.17570113072153226,0.18062064080421103,0.4676401291182568,0.5224934804982971
106,28.456371066261863,77.27848603210131,0.7724761653161439,0.9077122193468407,0.1353511754497876,0.6312758107266109,0.666404451998977,0.47761365552416823,0.8185020649253911,0.5127662464099726,0.2776472080121739,0.8422535022302423
107,28.611215624616218,77.04093882101171,0.250999219215148,0.43616731719275603,0.681775446965028,0.3265048070316262,0.851523382060895,0.2367691529952346,0.831560011556205,0.5019495707451331,0.8859500041616312,0.9992341154282566
108,28.49721756728876,76.92413646130542,0.42489614970837064,0.46153588128919487,0.5819392313530909,0.3882148753842938,0.5807292872355536,0.8097088924982846,0.44529775214390543,0.8176389018309527,0.3612963910214041,0.020622932972625407
109,28.49288222103664,77.34635055744303,0.41724200967423375,0.8635429442846158,0.5279659814730143,0.4835879201631583,0.6114066540268951,0.22240190695426154,0.12007008612666648,0.24580107648132388,0.28808577777682876,0.5431159723778877
110,28.607478339082224,76.87865574849164,0.5098840017382936,0.024248315677039334,0.9077613157767569,0.8695281956445787,0.10326724239611074,0.05230263522767842,0.5462728330376563,0.6523258593232653,0.39026501365171684,0.058168395039811416
111,28.721549429936932,77.08657316200069,0.6214484484443031,0.22349872609063437,0.1719310736105597,0.7275311831486837,0.5101294643048102,0.6649875182047141,0.6324896156165677,0.661101410600854,0.024502257129799254,0.22667032223237304
112,28.483775341379353,76.91469064366905,0.6915744203661345,0.7258708056186736,0.609704007343652,0.023228734241609872,0.023318621489255342,0.7538211388093968,0.16979027486152198,0.41790792037401425,0.12532811370816543,0.23021002086095832
113,28.87711854433279,76.90397360008896,0.35463193865209464,0.4232267677288575,0.8354401249380806,0.2151308071324214,0.42869201247566935,0.08425819801854961,0.3252848022521151,0.8491741907293948,0.04609147167320915,0.5304622050533637
114,28.83279470724056,76.98047758528827,0.9934315547876293,0.3698111990111782,0.8982166672341375,0.5596963791938597,0.5497123528714402,0.6394320475642137,0.09712851690208735,0.7064256731583286,0.022493899059891853,0.16697382874570388
115,28.56197001945274,77.00259518304027,0.1448999388180925,0.20792716897288266,0.5912825844799168,0.09700887903976829,0.6533286623035945,0.3459533539261793,0.5297420848509822,0.18482012396872582,0.5225455399777594,0.6951686295389193
116,28.577778391642816,77.22162005883057,0.6926072687430878,0.5474082116717675,0.191613115722308,0.408241977477413,0.701303836954114,0.9583508774634564,0.8151961936109978,0.23196177482231262,0.5640321327988,0.5780838084880335
117,28.886848623656224,76.98271688856812,0.5979382272877053,0.13624588971260942,0.6170482408226812,0.799813038576069,0.8467387362376707,0.8930664810780341,0.988147379764511,0.12043734883899149,0.7902357788155759,0.06267229657399642
118,28.837012158272298,77.1469459541398,0.36753820574724494,0.38900305860810624,0.4872385113817529,0.685377876897144,0.11255555275585527,0.02186137350277484,0.9804197122605338,0.2704593804247778,0.8962434051392392,0.9453945518913623
119,28.666190041733298,76.9009690972679,0.30312799400342627,0.8033118000262273,0.39110571384591786,0.32475420177007563,0.7214654849775266,0.29603755542120747,0.4776167909696717,0.8795333725966954,0.22275947503722693,0.16796378988315908
120,28.88251761279345,76.89987482207468,0.1745796284790344,0.5363745266025916,0.3363105236264907,0.06223467727759868,0.05419483241565548,0.19978859941808036,0.5494203817221937,0.2651596665090652,0.09591760065128863,0.5942032906958226
121,28.871167196609665,76.88532963436779,0.2637999583314502,0.4310091100151674,0.14114368826921675,0.3746996188986881,0.13965312828167387,0.022015902123264097,0.5036272670697874,0.1446010793616408,0.09196591364783047,0.33946205094667603
122,28.499910703261015,77.3266777570228,0.46023362567180504,0.15324927164630775,0.5899139344030762,0.15594081444589047,0.9623299966057831,0.1499703885448559,0.18152246886291734,0.09976018735747894,0.28144227090058627,0.3414433136432933
123,28.678248095228167,76.96741401294393,0.6903800805083224,0.910558023267823,0.16839600192669735,0.9714716837879541,0.985001656458454,0.43408791527627977,0.9760257936828177,0.11105930877009162,0.9027291729442777,0.42821858074039
124,28.846056296179587,77.00653479623404,0.7494034598796272,0.6170076036211106,0.7272235489948237,0.7088559542488151,0.1699743654963093,0.44353862031628555,0.828491660200838,0.5394390542312663,0.9376032001567037,0.5823342420995316
125,28.53715769819033,77.08425432969312,0.8115120039470227,0.39381922558356774,0.30056502065959934,0.5348652065383738,0.13654607156596577,0.1505991336468605,0.8176734042161181,0.27458223413993865,0.12355175920031003,0.5245041515239233
126,28.649130553920774,76.99259481656514,0.6239592330004528,0.5096930400448307,0.8620523514076593,0.686366903652496,0.5881868983417748,0.5573554981704059,0.9654058422720859,0.24046686333973089,0.15261137044402562,0.22994616578171645
127,28.53689731437322,77.00470730010781,0.32627073192649214,0.6006981972070461,0.04644733665912004,0.7814427036322931,0.0991935791451527,0.8703377603692957,0.2429339868123267,0.7325222492517554,0.012988832326956579,0.9249344704054907
128,28.70654035957057,77.17585532905652,0.7676049442584046,0.39586916749825685,0.15540386829239383,0.513088549204683,0.39843739224584984,0.22665641937739955,0.573485948950613,0.5410085649533254,0.04328702375527038,0.7232709240400178
129,28.4393143033348,77.28925196824756,0.3498472756481329,0.3061564496554272,0.6829838177742759,0.6894808396211207,0.1373480815632261,0.7251215748641746,0.8193052991862732,0.5439181475555647,0.5716939228833919,0.23735392596236815
